,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,0.0,0.0,0.0,0.0,0.0,0.0,0.30303030303030304
1,0.0,0.0,0.0,0.0,0.0,0.0,0.26515151515151514
2,0.0,0.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.25
3,0.0,0.0,0.3333333333333333,0.5,0.5,0.26666666666666666,0.5
4,0.0,0.5,0.3333333333333333,0.25,0.5,0.31666666666666665,0.49242424242424243
5,1.0,0.5,0.3333333333333333,0.25,0.5,0.5166666666666666,0.7196969696969697
6,1.0,0.5,0.3333333333333333,0.5,0.5,0.5666666666666667,0.7272727272727273
7,0.0,0.5,0.6666666666666666,0.5,0.5,0.4333333333333333,0.7348484848484849
8,0.0,0.5,0.6666666666666666,0.75,0.75,0.5333333333333333,0.75
9,0.0,0.5,0.6666666666666666,0.75,0.75,0.5333333333333333,0.75
10,0.0,0.5,0.6666666666666666,0.75,0.75,0.5333333333333333,0.75
